SucursalID,Nombre,CodigoBarra,Categoria,FechaCaducidad,Marca,Precio,Stock
023,Audifonos,0000000396,Computers,2025-10-13,HP,848.69,102

030,Teclado,0000000397,Food,2026-07-04,Whirlpool,187.36,11

025,Monitor,0000000398,Computers,2025-03-08,LG,780.48,143

015,Mouse,0000000399,Kitchen,2026-10-28,Whirlpool,434.34,328

011,Jugo,0000000400,Electronics,2025-07-22,HP,392.64,91

003,Laptop,0000000401,Electronics,2025-06-23,Bimbo,334.87,267

024,Licuadora,0000000402,Computers,2026-06-22,Dell,36.26,95

020,Jugo,0000000403,Food,2026-01-08,Samsung,316.56,353

026,Microondas,0000000404,Computers,2026-11-21,Whirlpool,758.21,454

006,Pan,0000000405,Food,2025-09-17,Sony,337.92,137

019,Pan,0000000406,Electronics,2026-06-12,HP,873.96,94

020,Queso,0000000407,Electronics,2025-08-16,Nestle,342.21,201

021,Jugo,0000000408,Computers,2026-03-14,HP,718.64,50

023,Laptop,0000000409,Food,2025-03-04,Bimbo,924.24,18

010,Queso,0000000410,Food,2025-10-02,LG,53.15,328

019,Carne,0000000411,Food,2025-02-14,Bimbo,425.63,345

020,Licuadora,0000000412,Kitchen,2026-02-09,Whirlpool,440.05,179

012,Microondas,0000000413,Kitchen,2025-11-02,Samsung,383.52,35

021,Licuadora,0000000414,Computers,2026-09-02,Sony,421.95,159

003,Licuadora,0000000415,Food,2026-07-27,Sony,382.74,182

028,Mouse,0000000416,Food,2026-06-28,Nestle,701.68,336

025,Pan,0000000417,Kitchen,2025-03-25,Samsung,705.82,289

007,Mouse,0000000418,Food,2025-09-15,LG,721.9,196

028,Licuadora,0000000419,Kitchen,2025-10-26,Bimbo,630.65,161

001,Refrigeradora,0000000420,Electronics,2026-02-02,Philips,269.93,343

027,Carne,0000000421,Kitchen,2026-01-18,Sony,310.5,98

017,Cafetera,0000000422,Food,2026-10-09,Sony,925.52,252

015,Queso,0000000423,Electronics,2026-07-18,Dell,926.74,420

021,Audifonos,0000000424,Food,2025-03-25,Philips,373.95,482

001,Queso,0000000425,Electronics,2026-03-23,LG,901.08,202

000,Monitor,0000000426,Food,2026-07-16,Sony,886.31,439

027,Audifonos,0000000427,Kitchen,2025-05-19,Dell,634.05,121

008,Jugo,0000000428,Electronics,2026-02-02,HP,860.87,485

001,Pan,0000000429,Electronics,2026-09-25,Whirlpool,488.23,488

007,Refrigeradora,0000000430,Electronics,2025-11-03,Whirlpool,22.46,383

003,Jugo,0000000431,Kitchen,2026-08-04,Samsung,490.09,24

006,Audifonos,0000000432,Food,2026-07-22,HP,351.85,17

001,Queso,0000000433,Food,2026-03-25,Bimbo,910.14,257

013,Licuadora,0000000434,Food,2026-02-12,Samsung,766.51,158

014,Laptop,0000000435,Computers,2026-06-11,LG,479.86,389

018,Licuadora,0000000436,Computers,2026-09-21,Samsung,150.68,394

002,Queso,0000000437,Computers,2026-09-08,Nestle,486.07,165

014,Teclado,0000000438,Computers,2025-03-25,Dell,260.85,82

023,Laptop,0000000439,Kitchen,2025-11-26,LG,438.53,180

020,Cafetera,0000000440,Food,2026-03-13,HP,780.32,293

017,Refrigeradora,0000000441,Kitchen,2025-02-09,Bimbo,668.75,235

006,Microondas,0000000442,Food,2025-10-28,Whirlpool,139.01,90

018,Laptop,0000000443,Electronics,2026-07-09,Samsung,121.93,356

029,Jugo,0000000444,Computers,2026-08-24,Whirlpool,974.26,52

025,Licuadora,0000000445,Kitchen,2026-09-27,Philips,309.73,397

013,Monitor,0000000446,Computers,2026-02-13,Philips,434.31,131

024,Licuadora,0000000447,Food,2025-06-13,Whirlpool,382.94,426

030,Licuadora,0000000448,Electronics,2026-11-13,Sony,42.11,330

021,Audifonos,0000000449,Food,2026-07-16,Samsung,219.31,382

003,Leche,0000000450,Kitchen,2025-02-16,Samsung,574.07,171

019,Microondas,0000000451,Electronics,2026-08-23,HP,30.11,423

023,Licuadora,0000000452,Food,2026-08-10,Sony,541.58,300

010,Laptop,0000000453,Electronics,2026-12-27,Samsung,742.75,441

018,Cafetera,0000000454,Food,2026-06-22,Nestle,764.58,64

028,Laptop,0000000455,Computers,2025-09-21,Sony,235.41,327

018,Monitor,0000000456,Computers,2026-03-18,Philips,719.78,419

001,Monitor,0000000457,Kitchen,2025-11-11,Nestle,734.3,331

019,Queso,0000000458,Electronics,2025-01-20,Philips,472.64,257

018,Carne,0000000459,Kitchen,2025-08-04,LG,913.4,500

030,Mouse,0000000460,Electronics,2026-07-24,Bimbo,530.31,70

002,Licuadora,0000000461,Kitchen,2026-08-19,Dell,130.57,285

019,Leche,0000000462,Computers,2025-04-28,Sony,48.45,207

025,Refrigeradora,0000000463,Food,2026-09-24,Nestle,386.76,120

010,Leche,0000000464,Electronics,2026-06-14,Sony,825.6,143

018,Refrigeradora,0000000465,Food,2026-01-08,LG,443.9,27

004,Jugo,0000000466,Kitchen,2026-06-27,Philips,590.38,320

027,Refrigeradora,0000000467,Food,2026-12-06,Bimbo,593.82,275

004,Monitor,0000000468,Food,2025-04-21,Sony,701.81,393

025,Teclado,0000000469,Computers,2026-02-26,LG,994.23,248

007,Mouse,0000000470,Kitchen,2025-08-06,Dell,484.3,144

022,Laptop,0000000471,Electronics,2025-05-03,LG,257.67,139

006,Jugo,0000000472,Food,2026-11-12,Whirlpool,663.95,459

020,Monitor,0000000473,Computers,2025-02-21,Samsung,678.95,264

015,Carne,0000000474,Kitchen,2025-01-01,Dell,772.06,175

017,Leche,0000000475,Food,2026-10-09,Dell,434.33,476

023,Laptop,0000000476,Electronics,2025-03-05,Dell,288.87,45

027,Leche,0000000477,Computers,2025-07-03,Samsung,239.63,469

022,Mouse,0000000478,Computers,2026-06-02,Whirlpool,730.85,499

024,Licuadora,0000000479,Electronics,2025-07-16,Whirlpool,454.18,203

006,Monitor,0000000480,Food,2026-08-14,Dell,992.02,312

022,Jugo,0000000481,Food,2025-12-27,Samsung,874.22,499

022,Audifonos,0000000482,Food,2026-09-07,Sony,600.89,41

001,Leche,0000000483,Kitchen,2025-12-15,Sony,929.34,153

005,Jugo,0000000484,Computers,2026-03-03,Sony,93.93,254

010,Cafetera,0000000485,Kitchen,2025-04-23,Samsung,79.42,351

015,Audifonos,0000000486,Kitchen,2025-06-16,Bimbo,357.0,306

014,Queso,0000000487,Computers,2025-04-04,Bimbo,14.98,246

004,Refrigeradora,0000000488,Kitchen,2026-01-24,Philips,511.88,294

021,Leche,0000000489,Electronics,2026-02-18,Bimbo,475.17,409

023,Refrigeradora,0000000490,Computers,2025-07-20,Sony,731.64,403

026,Refrigeradora,0000000491,Kitchen,2025-12-27,Sony,697.64,398

006,Microondas,0000000492,Food,2026-03-15,HP,566.79,356

003,Mouse,0000000493,Computers,2025-07-20,HP,785.85,181

005,Audifonos,0000000494,Computers,2025-01-08,HP,198.39,216

025,Laptop,0000000495,Computers,2026-10-04,Bimbo,130.1,179

005,Microondas,0000000496,Food,2026-02-09,Samsung,760.24,187

001,Jugo,0000000497,Kitchen,2026-08-11,HP,39.34,270

012,Refrigeradora,0000000498,Computers,2025-05-15,Samsung,999.2,227

014,Microondas,0000000499,Electronics,2026-07-04,Sony,423.08,282

019,Teclado,0000000500,Kitchen,2026-08-09,Whirlpool,732.87,109

000,Audifonos,0000000501,Electronics,2026-08-04,Sony,373.04,464

030,Cafetera,0000000502,Electronics,2025-09-22,HP,91.08,441

025,Laptop,0000000503,Electronics,2026-09-08,Dell,918.24,100

005,Mouse,0000000504,Computers,2025-01-08,Sony,589.4,118

020,Cafetera,0000000505,Food,2025-06-15,Dell,847.59,479

020,Audifonos,0000000506,Kitchen,2026-06-19,Sony,363.6,331

021,Queso,0000000507,Computers,2026-09-04,Sony,550.77,369

006,Microondas,0000000508,Computers,2026-10-26,HP,281.35,269

028,Microondas,0000000509,Electronics,2025-10-22,LG,229.9,122

007,Microondas,0000000510,Kitchen,2025-12-19,Philips,10.76,468

010,Monitor,0000000511,Computers,2025-03-09,HP,222.44,317

018,Teclado,0000000512,Computers,2025-09-02,Samsung,720.31,380

015,Carne,0000000513,Food,2026-09-26,HP,244.9,239

015,Jugo,0000000514,Food,2025-05-24,Samsung,774.67,364

025,Audifonos,0000000515,Kitchen,2025-04-17,Sony,810.31,237

020,Teclado,0000000516,Computers,2026-08-13,Bimbo,651.84,486

029,Leche,0000000517,Computers,2026-01-23,Dell,15.82,210

015,Pan,0000000518,Computers,2025-09-12,Whirlpool,94.97,302

015,Jugo,0000000519,Electronics,2025-06-04,Sony,427.95,208

025,Leche,0000000520,Food,2026-03-21,Philips,932.69,369

008,Leche,0000000521,Kitchen,2026-01-10,HP,260.56,112

022,Pan,0000000522,Kitchen,2026-07-07,Bimbo,489.07,372

026,Microondas,0000000523,Electronics,2026-12-06,Philips,246.39,233

017,Audifonos,0000000524,Computers,2026-04-15,Whirlpool,228.51,437

005,Cafetera,0000000525,Food,2025-11-01,Samsung,879.4,455

005,Cafetera,0000000526,Kitchen,2025-04-02,Philips,259.53,195

016,Teclado,0000000527,Electronics,2025-05-28,Samsung,69.11,486

016,Mouse,0000000528,Food,2025-11-05,Nestle,283.93,434

001,Queso,0000000529,Computers,2025-05-05,Nestle,594.24,92

028,Carne,0000000530,Electronics,2026-10-08,Dell,215.96,388

025,Carne,0000000531,Electronics,2025-10-02,Whirlpool,393.34,206

006,Laptop,0000000532,Kitchen,2025-08-05,Bimbo,238.24,301

028,Cafetera,0000000533,Kitchen,2026-11-05,Whirlpool,60.61,368

001,Laptop,0000000534,Food,2025-09-12,Nestle,873.38,414

021,Cafetera,0000000535,Computers,2025-10-05,Dell,15.69,50

006,Licuadora,0000000536,Computers,2026-04-21,Nestle,703.33,294

002,Audifonos,0000000537,Food,2025-06-20,Sony,657.34,214

002,Licuadora,0000000538,Electronics,2026-02-18,Sony,257.5,83

002,Licuadora,0000000539,Kitchen,2026-03-11,Samsung,306.52,167

000,Leche,0000000540,Food,2025-10-19,Samsung,225.37,196

026,Leche,0000000541,Electronics,2026-06-26,Sony,785.79,491

013,Carne,0000000542,Food,2025-01-01,Bimbo,757.82,169

021,Jugo,0000000543,Electronics,2026-11-04,Bimbo,666.13,238

018,Refrigeradora,0000000544,Kitchen,2025-03-03,Samsung,91.15,445

028,Licuadora,0000000545,Food,2026-04-04,Whirlpool,505.43,319

008,Pan,0000000546,Food,2026-11-08,Sony,548.81,228

006,Jugo,0000000547,Computers,2025-08-08,Philips,587.72,435

016,Licuadora,0000000548,Computers,2026-09-19,Whirlpool,272.79,89

007,Refrigeradora,0000000549,Kitchen,2026-02-03,Dell,509.78,500

016,Carne,0000000550,Kitchen,2025-08-23,Samsung,618.22,489

005,Laptop,0000000551,Electronics,2026-06-16,Bimbo,303.5,58

021,Licuadora,0000000552,Kitchen,2026-12-12,Whirlpool,406.15,112

022,Carne,0000000553,Electronics,2025-11-25,LG,632.92,157

013,Carne,0000000554,Electronics,2025-07-08,Sony,128.05,66

024,Leche,0000000555,Computers,2026-08-09,Nestle,321.77,475

012,Microondas,0000000556,Kitchen,2026-11-08,LG,285.34,187

015,Jugo,0000000557,Kitchen,2025-06-20,LG,149.66,123

024,Audifonos,0000000558,Computers,2025-08-09,Sony,929.55,352

012,Audifonos,0000000559,Computers,2025-12-01,Sony,94.11,460

024,Mouse,0000000560,Kitchen,2026-07-01,Sony,289.27,487

024,Queso,0000000561,Computers,2025-04-23,HP,290.5,278

003,Carne,0000000562,Computers,2026-07-03,Whirlpool,390.72,495

019,Queso,0000000563,Kitchen,2026-07-02,LG,229.28,39

027,Cafetera,0000000564,Kitchen,2025-09-10,Sony,386.88,2

020,Monitor,0000000565,Computers,2025-09-13,Sony,190.1,498

002,Cafetera,0000000566,Computers,2026-05-16,HP,724.54,488

010,Cafetera,0000000567,Electronics,2025-12-28,Sony,392.37,300

030,Licuadora,0000000568,Kitchen,2026-07-06,Nestle,911.8,202

006,Refrigeradora,0000000569,Electronics,2026-09-13,Whirlpool,199.04,38

025,Licuadora,0000000570,Electronics,2026-10-27,Samsung,480.44,478

025,Cafetera,0000000571,Computers,2025-11-16,Whirlpool,900.62,278

019,Queso,0000000572,Food,2026-11-03,Philips,901.07,417

019,Monitor,0000000573,Kitchen,2025-12-22,Sony,703.68,377

001,Refrigeradora,0000000574,Food,2026-02-05,Sony,824.96,48

029,Queso,0000000575,Computers,2025-01-19,Bimbo,370.4,293

030,Laptop,0000000576,Electronics,2025-05-27,Samsung,627.81,338

004,Licuadora,0000000577,Kitchen,2025-08-03,Philips,806.15,202

010,Jugo,0000000578,Electronics,2026-01-01,HP,540.52,451

019,Carne,0000000579,Electronics,2025-03-24,HP,316.11,395

021,Cafetera,0000000580,Computers,2025-02-06,Nestle,317.49,441

003,Audifonos,0000000581,Food,2026-01-11,Nestle,323.89,144

008,Microondas,0000000582,Kitchen,2026-12-06,Philips,208.23,258

003,Monitor,0000000583,Electronics,2026-02-13,Sony,148.09,217

027,Teclado,0000000584,Kitchen,2026-03-10,Nestle,168.62,394

017,Mouse,0000000585,Electronics,2026-10-22,Nestle,48.52,113

021,Cafetera,0000000586,Food,2025-03-13,HP,56.0,433

024,Refrigeradora,0000000587,Food,2025-03-09,Nestle,636.99,417

005,Refrigeradora,0000000588,Computers,2026-09-27,Whirlpool,780.97,449

014,Jugo,0000000589,Food,2026-09-12,LG,614.4,109

021,Laptop,0000000590,Kitchen,2026-08-08,LG,881.05,64

025,Microondas,0000000591,Computers,2026-04-10,Whirlpool,429.19,362

005,Mouse,0000000592,Food,2026-06-17,Sony,244.87,215

022,Teclado,0000000593,Electronics,2026-11-08,Philips,735.27,182

012,Cafetera,0000000594,Food,2025-08-18,Sony,695.33,102

011,Cafetera,0000000595,Kitchen,2026-05-20,Whirlpool,740.63,51

000,Carne,0000000596,Computers,2026-06-18,HP,261.94,326

019,Leche,0000000597,Kitchen,2025-12-26,Nestle,583.27,51

022,Laptop,0000000598,Electronics,2026-10-23,Philips,146.54,250

012,Refrigeradora,0000000599,Food,2026-01-25,Nestle,668.17,469

017,Microondas,0000000600,Kitchen,2025-07-27,Nestle,758.76,247

015,Mouse,0000000601,Kitchen,2026-05-15,Whirlpool,517.91,426

021,Monitor,0000000602,Food,2026-09-09,HP,24.11,393

023,Mouse,0000000603,Kitchen,2025-02-11,Philips,327.25,239

029,Pan,0000000604,Food,2025-02-19,HP,205.33,97

014,Cafetera,0000000605,Computers,2026-09-10,Whirlpool,450.86,129

005,Licuadora,0000000606,Computers,2026-02-06,LG,673.25,166

015,Mouse,0000000607,Kitchen,2025-12-07,Philips,916.75,33

024,Microondas,0000000608,Kitchen,2026-05-08,Samsung,221.0,411

026,Jugo,0000000609,Kitchen,2026-08-09,Dell,424.26,135

008,Refrigeradora,0000000610,Food,2025-09-19,Philips,196.15,302

001,Laptop,0000000611,Electronics,2026-08-24,HP,887.71,273

015,Licuadora,0000000612,Kitchen,2026-07-20,Sony,453.04,117

019,Refrigeradora,0000000613,Electronics,2026-12-13,HP,846.86,202

027,Refrigeradora,0000000614,Electronics,2025-10-28,LG,326.35,355

021,Audifonos,0000000615,Kitchen,2026-09-23,Nestle,335.52,114

001,Teclado,0000000616,Electronics,2025-12-26,Whirlpool,807.12,343

012,Laptop,0000000617,Computers,2026-01-15,Dell,696.27,354

000,Refrigeradora,0000000618,Computers,2026-04-21,HP,30.62,222

030,Refrigeradora,0000000619,Food,2026-11-18,HP,725.31,85

029,Teclado,0000000620,Computers,2026-09-28,HP,259.12,11

008,Microondas,0000000621,Kitchen,2025-12-03,Sony,30.95,354

012,Leche,0000000622,Food,2025-07-21,Dell,221.92,138

007,Queso,0000000623,Food,2025-12-03,Nestle,826.15,294

008,Leche,0000000624,Computers,2026-07-12,Philips,828.51,428

009,Mouse,0000000625,Kitchen,2026-10-21,Sony,37.11,404

015,Cafetera,0000000626,Electronics,2025-08-24,Sony,959.43,453

012,Microondas,0000000627,Kitchen,2025-05-19,Bimbo,480.66,197

008,Queso,0000000628,Computers,2025-07-15,Bimbo,919.56,441

009,Microondas,0000000629,Computers,2025-04-01,Samsung,560.78,210

025,Audifonos,0000000630,Food,2025-01-14,Sony,353.24,57

000,Mouse,0000000631,Electronics,2025-02-25,Bimbo,573.54,433

028,Queso,0000000632,Food,2025-01-13,Whirlpool,582.5,26

025,Monitor,0000000633,Kitchen,2025-05-27,Bimbo,424.41,33

030,Licuadora,0000000634,Computers,2026-07-18,Sony,682.88,122

029,Leche,0000000635,Electronics,2026-01-06,Philips,778.27,456

006,Jugo,0000000636,Food,2025-08-07,Samsung,896.06,410

010,Teclado,0000000637,Kitchen,2025-05-06,Philips,601.46,199

010,Leche,0000000638,Computers,2025-03-01,Dell,38.89,231

021,Licuadora,0000000639,Electronics,2025-03-27,Whirlpool,15.79,21

003,Cafetera,0000000640,Computers,2026-02-13,HP,612.97,119

010,Leche,0000000641,Computers,2025-01-17,Whirlpool,582.33,100

024,Carne,0000000642,Electronics,2026-02-19,LG,592.62,142

027,Queso,0000000643,Electronics,2025-03-01,Whirlpool,199.2,441

006,Monitor,0000000644,Electronics,2026-04-24,LG,320.27,71

006,Refrigeradora,0000000645,Computers,2026-08-18,Samsung,82.51,363

014,Licuadora,0000000646,Electronics,2025-07-06,Bimbo,851.3,487

001,Licuadora,0000000647,Electronics,2025-05-14,Nestle,229.5,320

008,Refrigeradora,0000000648,Electronics,2026-03-01,Philips,386.22,438

025,Laptop,0000000649,Kitchen,2026-05-12,Sony,136.25,409

020,Audifonos,0000000650,Food,2025-04-24,Samsung,526.54,205

016,Monitor,0000000651,Computers,2025-06-24,Nestle,977.97,420

029,Audifonos,0000000652,Food,2025-07-22,HP,148.63,434

015,Laptop,0000000653,Electronics,2025-12-17,Philips,436.45,317

030,Teclado,0000000654,Computers,2025-02-14,Bimbo,709.66,203

030,Cafetera,0000000655,Kitchen,2026-02-01,Sony,965.37,476

012,Leche,0000000656,Food,2025-03-20,Philips,167.04,205

028,Laptop,0000000657,Computers,2025-02-26,Nestle,29.74,424

017,Monitor,0000000658,Electronics,2026-04-17,Whirlpool,271.37,155

009,Laptop,0000000659,Computers,2025-10-02,Samsung,899.58,205

025,Microondas,0000000660,Computers,2026-09-03,Sony,338.65,371

008,Queso,0000000661,Food,2026-12-21,Nestle,746.08,281

028,Licuadora,0000000662,Electronics,2025-07-06,Philips,541.3,292

015,Refrigeradora,0000000663,Kitchen,2026-02-25,LG,323.82,406

009,Laptop,0000000664,Computers,2025-02-17,Nestle,859.35,313

028,Audifonos,0000000665,Computers,2025-09-17,Samsung,353.04,91

023,Jugo,0000000666,Kitchen,2026-02-16,LG,512.77,486

007,Carne,0000000667,Electronics,2025-05-21,Dell,296.07,92

029,Teclado,0000000668,Food,2025-09-21,Philips,605.08,455

015,Teclado,0000000669,Electronics,2025-08-24,HP,157.38,398

026,Leche,0000000670,Electronics,2026-01-15,Sony,379.12,45

028,Queso,0000000671,Electronics,2026-03-02,Whirlpool,974.97,328

014,Cafetera,0000000672,Computers,2026-05-06,Dell,564.67,79

027,Carne,0000000673,Electronics,2026-03-26,HP,174.35,401

019,Queso,0000000674,Electronics,2026-04-07,HP,518.62,231

024,Teclado,0000000675,Food,2026-04-18,HP,363.82,270

004,Audifonos,0000000676,Electronics,2025-07-19,Samsung,659.16,383

007,Laptop,0000000677,Computers,2025-06-15,Philips,191.87,456

010,Laptop,0000000678,Food,2026-12-22,Sony,130.22,269

011,Microondas,0000000679,Kitchen,2026-09-28,Sony,710.73,334

003,Jugo,0000000680,Food,2026-06-13,Whirlpool,653.31,374

026,Refrigeradora,0000000681,Computers,2026-09-21,Bimbo,912.19,465

028,Teclado,0000000682,Computers,2026-11-17,Bimbo,140.25,293

027,Licuadora,0000000683,Kitchen,2026-08-17,Nestle,794.46,93

014,Leche,0000000684,Kitchen,2025-09-25,Samsung,767.97,447

020,Leche,0000000685,Electronics,2026-07-16,Dell,91.33,410

014,Jugo,0000000686,Electronics,2025-11-10,Sony,414.28,104

000,Laptop,0000000687,Computers,2025-03-20,Samsung,367.84,387

024,Pan,0000000688,Electronics,2025-06-08,Sony,548.95,37

022,Teclado,0000000689,Kitchen,2025-01-21,Samsung,429.66,3

011,Teclado,0000000690,Computers,2026-01-14,Samsung,955.55,454

030,Audifonos,0000000691,Food,2026-04-17,Bimbo,858.78,338

011,Licuadora,0000000692,Food,2026-12-21,Philips,44.49,82

029,Pan,0000000693,Computers,2026-11-13,Samsung,314.63,324

017,Leche,0000000694,Food,2026-10-18,Sony,850.98,198

025,Teclado,0000000695,Kitchen,2026-06-22,Nestle,739.88,123

005,Teclado,0000000696,Food,2026-03-16,HP,895.64,456

030,Teclado,0000000697,Electronics,2025-03-09,Whirlpool,221.71,220

010,Refrigeradora,0000000698,Kitchen,2025-10-03,Samsung,255.89,136

001,Queso,0000000699,Computers,2026-06-07,Whirlpool,254.57,90

028,Carne,0000000700,Electronics,2026-11-19,Dell,340.94,457

004,Monitor,0000000701,Kitchen,2025-04-26,Sony,869.5,468

008,Cafetera,0000000702,Food,2026-09-19,Nestle,230.48,343

019,Teclado,0000000703,Kitchen,2026-08-10,Whirlpool,741.61,362

006,Teclado,0000000704,Food,2025-04-08,LG,856.69,452

006,Monitor,0000000705,Computers,2025-06-20,Dell,984.94,366

012,Licuadora,0000000706,Food,2026-12-04,LG,154.16,50

028,Queso,0000000707,Electronics,2025-07-28,Sony,911.4,441

004,Pan,0000000708,Food,2025-11-17,Bimbo,151.05,44

005,Pan,0000000709,Food,2025-10-07,Bimbo,892.63,21

016,Microondas,0000000710,Food,2026-07-04,Whirlpool,541.28,322

012,Audifonos,0000000711,Food,2025-05-14,Bimbo,576.16,419

014,Queso,0000000712,Computers,2025-01-22,Dell,10.64,403

016,Leche,0000000713,Food,2026-04-09,Nestle,819.39,300

018,Monitor,0000000714,Electronics,2026-03-03,Philips,641.93,248

001,Licuadora,0000000715,Computers,2025-06-28,Dell,756.52,191

003,Teclado,0000000716,Kitchen,2026-02-16,HP,28.4,204

003,Mouse,0000000717,Computers,2025-05-21,Samsung,110.26,500

016,Refrigeradora,0000000718,Food,2025-12-15,Bimbo,584.02,435

025,Licuadora,0000000719,Electronics,2026-02-06,Nestle,236.65,455

007,Teclado,0000000720,Kitchen,2025-06-11,Sony,532.92,28

014,Carne,0000000721,Computers,2026-08-09,Nestle,989.43,177

019,Pan,0000000722,Food,2026-09-02,Samsung,347.94,299

013,Teclado,0000000723,Computers,2026-08-20,Dell,501.92,466

004,Refrigeradora,0000000724,Kitchen,2026-11-06,LG,271.98,32

026,Teclado,0000000725,Kitchen,2026-07-06,Philips,668.76,410

022,Cafetera,0000000726,Computers,2025-01-23,HP,321.7,113

001,Laptop,0000000727,Electronics,2025-05-17,Whirlpool,714.68,336

012,Licuadora,0000000728,Electronics,2026-10-13,Sony,296.17,4

005,Pan,0000000729,Kitchen,2026-06-27,Nestle,486.42,74

014,Leche,0000000730,Electronics,2026-11-24,LG,150.65,343

030,Refrigeradora,0000000731,Computers,2026-05-11,Bimbo,444.81,213

005,Microondas,0000000732,Electronics,2025-04-06,Dell,672.3,216

016,Carne,0000000733,Electronics,2026-08-07,Dell,570.68,167

025,Audifonos,0000000734,Computers,2025-03-24,Philips,447.44,371

010,Pan,0000000735,Computers,2026-12-11,HP,621.77,190

028,Refrigeradora,0000000736,Computers,2025-03-04,Whirlpool,904.47,309

021,Queso,0000000737,Kitchen,2025-05-03,HP,298.98,478

028,Cafetera,0000000738,Food,2026-07-14,Samsung,63.46,495

017,Cafetera,0000000739,Electronics,2025-02-09,Nestle,355.38,474

023,Carne,0000000740,Computers,2025-11-13,Samsung,573.12,132

023,Audifonos,0000000741,Food,2025-05-14,Philips,150.55,141

008,Monitor,0000000742,Food,2026-04-26,HP,507.73,268

020,Monitor,0000000743,Computers,2025-07-23,Sony,72.43,369

002,Cafetera,0000000744,Computers,2025-01-18,HP,362.75,494

021,Refrigeradora,0000000745,Food,2025-06-21,Philips,615.9,422

023,Mouse,0000000746,Electronics,2025-06-15,HP,220.2,199

019,Monitor,0000000747,Food,2026-11-27,Bimbo,682.88,309

012,Licuadora,0000000748,Kitchen,2026-08-07,HP,99.46,234

012,Pan,0000000749,Food,2025-06-25,Dell,210.15,83

010,Teclado,0000000750,Computers,2026-11-03,LG,175.31,132

020,Audifonos,0000000751,Computers,2025-05-04,Whirlpool,762.04,197

003,Carne,0000000752,Electronics,2025-11-26,Nestle,432.41,48

028,Refrigeradora,0000000753,Food,2026-07-21,Dell,28.15,144

001,Monitor,0000000754,Food,2025-01-26,HP,317.18,369

025,Queso,0000000755,Computers,2025-03-26,Samsung,752.69,322

022,Mouse,0000000756,Kitchen,2026-06-09,Sony,285.94,424

018,Laptop,0000000757,Kitchen,2025-03-18,Philips,267.69,245

014,Carne,0000000758,Computers,2026-08-16,Sony,828.45,349

003,Jugo,0000000759,Food,2026-10-02,LG,762.67,63

014,Pan,0000000760,Food,2026-03-18,Nestle,909.79,419

013,Microondas,0000000761,Food,2026-01-17,Whirlpool,774.1,188

001,Pan,0000000762,Kitchen,2025-11-04,LG,574.26,15

019,Jugo,0000000763,Electronics,2026-12-11,Sony,154.23,36

027,Pan,0000000764,Electronics,2025-06-09,Sony,912.2,218

026,Microondas,0000000765,Computers,2026-04-07,Samsung,201.98,124

022,Mouse,0000000766,Kitchen,2026-04-17,Sony,11.81,438

002,Pan,0000000767,Kitchen,2025-08-07,Philips,583.49,155

009,Cafetera,0000000768,Electronics,2026-09-27,Samsung,619.64,437

000,Teclado,0000000769,Kitchen,2026-09-11,Philips,926.19,76

023,Mouse,0000000770,Kitchen,2025-04-02,Nestle,711.19,391

012,Laptop,0000000771,Computers,2025-09-26,HP,425.44,319

002,Cafetera,0000000772,Kitchen,2026-06-20,HP,151.91,269

013,Jugo,0000000773,Kitchen,2026-08-25,Sony,338.7,351

026,Jugo,0000000774,Food,2026-03-04,Sony,914.54,444

013,Leche,0000000775,Electronics,2025-05-08,Whirlpool,337.54,31

025,Carne,0000000776,Electronics,2025-03-28,Sony,15.28,122

012,Carne,0000000777,Kitchen,2026-10-10,Dell,727.71,440

020,Carne,0000000778,Electronics,2026-09-17,Sony,722.37,200

009,Cafetera,0000000779,Computers,2026-09-20,Whirlpool,235.45,321

015,Licuadora,0000000780,Electronics,2026-02-15,Bimbo,468.98,71

021,Jugo,0000000781,Kitchen,2026-12-19,Philips,647.66,97

024,Refrigeradora,0000000782,Computers,2026-10-16,Dell,155.37,229

011,Laptop,0000000783,Kitchen,2026-04-27,Philips,339.29,457

009,Refrigeradora,0000000784,Computers,2026-06-21,Whirlpool,433.09,489

006,Audifonos,0000000785,Kitchen,2026-08-22,Whirlpool,822.72,303

025,Queso,0000000786,Computers,2025-06-13,Dell,657.76,200

027,Queso,0000000787,Food,2026-06-02,LG,185.32,285

004,Audifonos,0000000788,Food,2025-03-05,Philips,501.13,397

028,Jugo,0000000789,Computers,2025-12-16,HP,639.98,264

020,Jugo,0000000790,Computers,2025-06-26,Sony,448.47,495

